"","surv_year","disease_week","species","pool_size","WNV","ctval","state"
"1","2022",22,"Pipiens",1,0,40,"Nebraska"
"2","2022",22,"Pipiens",1,0,40,"Nebraska"
"3","2022",22,"Tarsalis",2,0,40,"Nebraska"
"4","2022",22,"Pipiens",2,0,40,"Nebraska"
"5","2022",22,"Pipiens",3,0,40,"Nebraska"
"6","2022",22,"Tarsalis",1,0,40,"Nebraska"
"7","2022",22,"Pipiens",1,0,40,"Nebraska"
"8","2022",22,"Pipiens",1,0,40,"Nebraska"
"9","2022",22,"Tarsalis",2,0,40,"Nebraska"
"10","2022",22,"Tarsalis",1,0,40,"Nebraska"
"11","2022",22,"Pipiens",6,0,40,"Nebraska"
"12","2022",22,"Pipiens",2,0,40,"Nebraska"
"13","2022",22,"Pipiens",1,0,40,"Nebraska"
"14","2022",22,"Pipiens",9,0,40,"Nebraska"
"15","2022",22,"Pipiens",2,0,40,"Nebraska"
"16","2022",22,"Pipiens",2,0,40,"Nebraska"
"17","2022",22,"Tarsalis",1,0,40,"Nebraska"
"18","2022",23,"Pipiens",1,0,40,"Nebraska"
"19","2022",23,"Tarsalis",2,0,40,"Nebraska"
"20","2022",23,"Pipiens",3,0,40,"Nebraska"
"21","2022",23,"Tarsalis",5,0,40,"Nebraska"
"22","2022",23,"Pipiens",8,0,40,"Nebraska"
"23","2022",23,"Pipiens",4,0,40,"Nebraska"
"24","2022",23,"Pipiens",1,0,40,"Nebraska"
"25","2022",23,"Tarsalis",2,0,40,"Nebraska"
"26","2022",23,"Pipiens",7,0,40,"Nebraska"
"27","2022",23,"Pipiens",50,0,40,"Nebraska"
"28","2022",23,"Pipiens",29,0,40,"Nebraska"
"29","2022",23,"Tarsalis",3,0,40,"Nebraska"
"30","2022",23,"Pipiens",6,0,40,"Nebraska"
"31","2022",23,"Tarsalis",1,0,40,"Nebraska"
"32","2022",23,"Pipiens",2,0,40,"Nebraska"
"33","2022",23,"Pipiens",1,0,40,"Nebraska"
"34","2022",23,"Pipiens",20,0,40,"Nebraska"
"35","2022",23,"Pipiens",2,0,40,"Nebraska"
"36","2022",23,"Tarsalis",1,0,40,"Nebraska"
"37","2022",23,"Pipiens",2,0,40,"Nebraska"
"38","2022",23,"Tarsalis",1,0,40,"Nebraska"
"39","2022",23,"Tarsalis",1,0,40,"Nebraska"
"40","2022",23,"Pipiens",1,0,40,"Nebraska"
"41","2022",23,"Pipiens",1,0,40,"Nebraska"
"42","2022",23,"Pipiens",5,0,40,"Nebraska"
"43","2022",23,"Tarsalis",10,0,40,"Nebraska"
"44","2022",23,"Tarsalis",3,0,40,"Nebraska"
"45","2022",23,"Pipiens",1,0,40,"Nebraska"
"46","2022",23,"Pipiens",3,0,40,"Nebraska"
"47","2022",23,"Tarsalis",6,0,40,"Nebraska"
"48","2022",23,"Tarsalis",5,0,40,"Nebraska"
"49","2022",23,"Pipiens",13,0,40,"Nebraska"
"50","2022",23,"Tarsalis",10,0,40,"Nebraska"
"51","2022",24,"Tarsalis",2,0,40,"Nebraska"
"52","2022",24,"Pipiens",1,0,40,"Nebraska"
"53","2022",24,"Tarsalis",2,0,40,"Nebraska"
"54","2022",24,"Tarsalis",3,0,40,"Nebraska"
"55","2022",24,"Pipiens",1,0,40,"Nebraska"
"56","2022",24,"Tarsalis",2,0,40,"Nebraska"
"57","2022",24,"Pipiens",7,0,40,"Nebraska"
"58","2022",24,"Pipiens",1,0,40,"Nebraska"
"59","2022",24,"Tarsalis",1,0,40,"Nebraska"
"60","2022",24,"Tarsalis",2,0,40,"Nebraska"
"61","2022",24,"Tarsalis",1,0,40,"Nebraska"
"62","2022",24,"Pipiens",3,0,40,"Nebraska"
"63","2022",24,"Tarsalis",5,0,40,"Nebraska"
"64","2022",24,"Tarsalis",6,0,40,"Nebraska"
"65","2022",24,"Tarsalis",4,0,40,"Nebraska"
"66","2022",24,"Tarsalis",4,0,40,"Nebraska"
"67","2022",24,"Tarsalis",4,0,40,"Nebraska"
"68","2022",24,"Pipiens",2,0,40,"Nebraska"
"69","2022",24,"Tarsalis",1,0,40,"Nebraska"
"70","2022",24,"Pipiens",2,0,40,"Nebraska"
"71","2022",24,"Tarsalis",17,0,40,"Nebraska"
"72","2022",24,"Pipiens",3,0,40,"Nebraska"
"73","2022",24,"Tarsalis",1,0,40,"Nebraska"
"74","2022",24,"Tarsalis",1,0,40,"Nebraska"
"75","2022",24,"Tarsalis",6,0,40,"Nebraska"
"76","2022",25,"Tarsalis",9,0,40,"Nebraska"
"77","2022",25,"Pipiens",3,0,40,"Nebraska"
"78","2022",25,"Tarsalis",30,0,40,"Nebraska"
"79","2022",25,"Tarsalis",47,0,40,"Nebraska"
"80","2022",25,"Tarsalis",1,0,40,"Nebraska"
"81","2022",25,"Pipiens",3,0,40,"Nebraska"
"82","2022",25,"Tarsalis",1,0,40,"Nebraska"
"83","2022",25,"Pipiens",2,0,40,"Nebraska"
"84","2022",25,"Tarsalis",1,0,40,"Nebraska"
"85","2022",25,"Pipiens",2,0,40,"Nebraska"
"86","2022",25,"Tarsalis",10,0,40,"Nebraska"
"87","2022",25,"Pipiens",6,0,40,"Nebraska"
"88","2022",25,"Tarsalis",3,0,40,"Nebraska"
"89","2022",25,"Pipiens",1,0,40,"Nebraska"
"90","2022",25,"Tarsalis",6,0,40,"Nebraska"
"91","2022",25,"Pipiens",3,0,40,"Nebraska"
"92","2022",25,"Tarsalis",14,0,40,"Nebraska"
"93","2022",25,"Tarsalis",2,0,40,"Nebraska"
"94","2022",25,"Tarsalis",1,0,40,"Nebraska"
"95","2022",25,"Pipiens",7,0,40,"Nebraska"
"96","2022",25,"Tarsalis",22,0,40,"Nebraska"
"97","2022",25,"Tarsalis",4,0,40,"Nebraska"
"98","2022",25,"Pipiens",1,0,40,"Nebraska"
"99","2022",25,"Tarsalis",2,0,40,"Nebraska"
"100","2022",25,"Pipiens",2,0,40,"Nebraska"
"101","2022",25,"Tarsalis",4,0,40,"Nebraska"
"102","2022",25,"Pipiens",1,0,40,"Nebraska"
"103","2022",25,"Tarsalis",4,0,40,"Nebraska"
"104","2022",25,"Tarsalis",1,0,40,"Nebraska"
"105","2022",25,"Tarsalis",1,0,40,"Nebraska"
"106","2022",25,"Tarsalis",1,0,40,"Nebraska"
"107","2022",25,"Pipiens",18,0,40,"Nebraska"
"108","2022",25,"Tarsalis",16,0,40,"Nebraska"
"109","2022",25,"Pipiens",5,0,40,"Nebraska"
"110","2022",25,"Tarsalis",4,0,40,"Nebraska"
"111","2022",25,"Pipiens",1,0,40,"Nebraska"
"112","2022",25,"Tarsalis",1,0,40,"Nebraska"
"113","2022",25,"Pipiens",4,0,40,"Nebraska"
"114","2022",25,"Tarsalis",3,0,40,"Nebraska"
"115","2022",25,"Pipiens",1,0,40,"Nebraska"
"116","2022",25,"Pipiens",3,0,40,"Nebraska"
"117","2022",25,"Tarsalis",14,0,40,"Nebraska"
"118","2022",25,"Pipiens",1,0,40,"Nebraska"
"119","2022",25,"Tarsalis",1,0,40,"Nebraska"
"120","2022",26,"Tarsalis",6,0,40,"Nebraska"
"121","2022",26,"Tarsalis",24,0,40,"Nebraska"
"122","2022",26,"Tarsalis",2,0,40,"Nebraska"
"123","2022",26,"Tarsalis",32,0,40,"Nebraska"
"124","2022",26,"Tarsalis",2,0,40,"Nebraska"
"125","2022",26,"Tarsalis",9,0,40,"Nebraska"
"126","2022",26,"Tarsalis",1,0,40,"Nebraska"
"127","2022",26,"Pipiens",1,0,40,"Nebraska"
"128","2022",26,"Tarsalis",3,0,40,"Nebraska"
"129","2022",26,"Tarsalis",2,0,40,"Nebraska"
"130","2022",26,"Tarsalis",4,0,40,"Nebraska"
"131","2022",26,"Tarsalis",3,0,40,"Nebraska"
"132","2022",26,"Pipiens",1,0,40,"Nebraska"
"133","2022",26,"Pipiens",2,0,40,"Nebraska"
"134","2022",26,"Pipiens",1,0,40,"Nebraska"
"135","2022",26,"Tarsalis",1,0,40,"Nebraska"
"136","2022",26,"Tarsalis",1,0,40,"Nebraska"
"137","2022",26,"Tarsalis",3,0,40,"Nebraska"
"138","2022",26,"Pipiens",3,0,40,"Nebraska"
"139","2022",26,"Tarsalis",1,0,40,"Nebraska"
"140","2022",26,"Tarsalis",2,0,40,"Nebraska"
"141","2022",26,"Pipiens",8,0,40,"Nebraska"
"142","2022",26,"Tarsalis",12,0,40,"Nebraska"
"143","2022",26,"Tarsalis",5,0,40,"Nebraska"
"144","2022",26,"Tarsalis",12,0,40,"Nebraska"
"145","2022",26,"Tarsalis",1,0,40,"Nebraska"
"146","2022",26,"Pipiens",1,0,40,"Nebraska"
"147","2022",26,"Pipiens",2,0,40,"Nebraska"
"148","2022",26,"Tarsalis",1,0,40,"Nebraska"
"149","2022",26,"Tarsalis",1,0,40,"Nebraska"
"150","2022",26,"Pipiens",1,0,40,"Nebraska"
"151","2022",26,"Tarsalis",2,0,40,"Nebraska"
"152","2022",26,"Pipiens",2,0,40,"Nebraska"
"153","2022",26,"Pipiens",1,0,40,"Nebraska"
"154","2022",26,"Tarsalis",5,0,40,"Nebraska"
"155","2022",26,"Pipiens",2,0,40,"Nebraska"
"156","2022",27,"Tarsalis",1,0,40,"Nebraska"
"157","2022",27,"Tarsalis",10,0,40,"Nebraska"
"158","2022",27,"Pipiens",2,0,40,"Nebraska"
"159","2022",27,"Tarsalis",37,0,40,"Nebraska"
"160","2022",27,"Tarsalis",49,0,40,"Nebraska"
"161","2022",27,"Pipiens",5,0,40,"Nebraska"
"162","2022",27,"Tarsalis",50,0,40,"Nebraska"
"163","2022",27,"Tarsalis",11,0,40,"Nebraska"
"164","2022",27,"Pipiens",7,0,40,"Nebraska"
"165","2022",27,"Tarsalis",19,0,40,"Nebraska"
"166","2022",27,"Tarsalis",1,0,40,"Nebraska"
"167","2022",27,"Pipiens",1,0,40,"Nebraska"
"168","2022",27,"Tarsalis",2,0,40,"Nebraska"
"169","2022",27,"Pipiens",1,0,40,"Nebraska"
"170","2022",27,"Tarsalis",1,0,40,"Nebraska"
"171","2022",27,"Pipiens",2,0,40,"Nebraska"
"172","2022",27,"Pipiens",3,0,40,"Nebraska"
"173","2022",27,"Tarsalis",1,0,40,"Nebraska"
"174","2022",27,"Pipiens",2,0,40,"Nebraska"
"175","2022",27,"Tarsalis",1,0,40,"Nebraska"
"176","2022",27,"Pipiens",2,0,40,"Nebraska"
"177","2022",27,"Tarsalis",2,0,40,"Nebraska"
"178","2022",27,"Coquillettidia perturbans",50,0,40,"Nebraska"
"179","2022",27,"Coquillettidia perturbans",6,0,40,"Nebraska"
"180","2022",27,"Tarsalis",1,0,40,"Nebraska"
"181","2022",27,"Pipiens",1,0,40,"Nebraska"
"182","2022",27,"Tarsalis",1,0,40,"Nebraska"
"183","2022",27,"Coquillettidia perturbans",50,0,40,"Nebraska"
"184","2022",27,"Coquillettidia perturbans",41,0,40,"Nebraska"
"185","2022",27,"Tarsalis",14,0,40,"Nebraska"
"186","2022",27,"Culiseta inornata",2,0,40,"Nebraska"
"187","2022",27,"Pipiens",4,0,40,"Nebraska"
"188","2022",27,"Pipiens",1,0,40,"Nebraska"
"189","2022",27,"Tarsalis",1,0,40,"Nebraska"
"190","2022",27,"Tarsalis",2,0,40,"Nebraska"
"191","2022",27,"Tarsalis",12,0,40,"Nebraska"
"192","2022",27,"Culiseta inornata",17,0,40,"Nebraska"
"193","2022",27,"Pipiens",3,0,40,"Nebraska"
"194","2022",27,"Pipiens",8,0,40,"Nebraska"
"195","2022",27,"Pipiens",3,0,40,"Nebraska"
"196","2022",27,"Tarsalis",5,0,40,"Nebraska"
"197","2022",27,"Tarsalis",1,0,40,"Nebraska"
"198","2022",28,"Pipiens",1,0,40,"Nebraska"
"199","2022",28,"Tarsalis",5,0,40,"Nebraska"
"200","2022",28,"Tarsalis",10,0,40,"Nebraska"
"201","2022",28,"Pipiens",1,0,40,"Nebraska"
"202","2022",28,"Tarsalis",28,0,40,"Nebraska"
"203","2022",28,"Pipiens",2,0,40,"Nebraska"
"204","2022",28,"Pipiens",2,0,40,"Nebraska"
"205","2022",28,"Pipiens",2,1,27.78,"Nebraska"
"206","2022",28,"Tarsalis",6,0,40,"Nebraska"
"207","2022",28,"Pipiens",2,0,40,"Nebraska"
"208","2022",28,"Pipiens",2,0,40,"Nebraska"
"209","2022",28,"Tarsalis",44,0,40,"Nebraska"
"210","2022",28,"Tarsalis",21,0,40,"Nebraska"
"211","2022",28,"Tarsalis",11,0,40,"Nebraska"
"212","2022",28,"Tarsalis",1,0,40,"Nebraska"
"213","2022",28,"Tarsalis",10,0,40,"Nebraska"
"214","2022",28,"Tarsalis",5,0,40,"Nebraska"
"215","2022",28,"Pipiens",7,0,40,"Nebraska"
"216","2022",28,"Pipiens",3,0,40,"Nebraska"
"217","2022",28,"Tarsalis",1,0,40,"Nebraska"
"218","2022",28,"Pipiens",4,0,40,"Nebraska"
"219","2022",28,"Tarsalis",2,0,40,"Nebraska"
"220","2022",28,"Pipiens",4,0,40,"Nebraska"
"221","2022",28,"Pipiens",1,0,40,"Nebraska"
"222","2022",28,"Tarsalis",1,0,40,"Nebraska"
"223","2022",28,"Tarsalis",1,0,40,"Nebraska"
"224","2022",28,"Pipiens",1,0,40,"Nebraska"
"225","2022",28,"Tarsalis",6,0,40,"Nebraska"
"226","2022",28,"Tarsalis",4,0,40,"Nebraska"
"227","2022",28,"Tarsalis",2,0,40,"Nebraska"
"228","2022",28,"Pipiens",1,0,40,"Nebraska"
"229","2022",28,"Tarsalis",1,0,40,"Nebraska"
"230","2022",28,"Tarsalis",5,0,40,"Nebraska"
"231","2022",28,"Pipiens",1,0,40,"Nebraska"
"232","2022",28,"Tarsalis",2,0,40,"Nebraska"
"233","2022",28,"Pipiens",3,0,40,"Nebraska"
"234","2022",28,"Tarsalis",20,0,40,"Nebraska"
"235","2022",28,"Tarsalis",1,0,40,"Nebraska"
"236","2022",28,"Pipiens",3,0,40,"Nebraska"
"237","2022",28,"Tarsalis",7,0,40,"Nebraska"
"238","2022",28,"Tarsalis",1,0,40,"Nebraska"
"239","2022",29,"Tarsalis",2,0,40,"Nebraska"
"240","2022",29,"Pipiens",1,0,40,"Nebraska"
"241","2022",29,"Pipiens",1,0,40,"Nebraska"
"242","2022",29,"Tarsalis",6,0,40,"Nebraska"
"243","2022",29,"Tarsalis",1,0,40,"Nebraska"
"244","2022",29,"Pipiens",10,0,40,"Nebraska"
"245","2022",29,"Tarsalis",1,0,40,"Nebraska"
"246","2022",29,"Pipiens",6,0,40,"Nebraska"
"247","2022",29,"Pipiens",1,0,40,"Nebraska"
"248","2022",29,"Pipiens",3,0,40,"Nebraska"
"249","2022",29,"Tarsalis",1,0,40,"Nebraska"
"250","2022",29,"Pipiens",3,0,40,"Nebraska"
"251","2022",29,"Pipiens",5,0,40,"Nebraska"
"252","2022",29,"Tarsalis",3,0,40,"Nebraska"
"253","2022",29,"Tarsalis",1,0,40,"Nebraska"
"254","2022",29,"Tarsalis",1,0,40,"Nebraska"
"255","2022",29,"Pipiens",1,0,40,"Nebraska"
"256","2022",29,"Tarsalis",1,0,40,"Nebraska"
"257","2022",29,"Pipiens",50,0,40,"Nebraska"
"258","2022",29,"Pipiens",20,0,40,"Nebraska"
"259","2022",29,"Tarsalis",4,0,40,"Nebraska"
"260","2022",29,"Culex territans",1,0,40,"Nebraska"
"261","2022",29,"Tarsalis",1,0,40,"Nebraska"
"262","2022",29,"Pipiens",3,0,40,"Nebraska"
"263","2022",29,"Tarsalis",15,0,40,"Nebraska"
"264","2022",29,"Tarsalis",21,0,40,"Nebraska"
"265","2022",29,"Pipiens",2,0,40,"Nebraska"
"266","2022",29,"Tarsalis",50,0,40,"Nebraska"
"267","2022",29,"Tarsalis",2,0,40,"Nebraska"
"268","2022",29,"Pipiens",2,0,40,"Nebraska"
"269","2022",29,"Tarsalis",11,0,40,"Nebraska"
"270","2022",29,"Pipiens",4,0,40,"Nebraska"
"271","2022",29,"Tarsalis",7,0,40,"Nebraska"
"272","2022",29,"Tarsalis",7,0,40,"Nebraska"
"273","2022",29,"Tarsalis",13,0,40,"Nebraska"
"274","2022",29,"Pipiens",12,0,40,"Nebraska"
"275","2022",29,"Tarsalis",50,0,40,"Nebraska"
"276","2022",29,"Tarsalis",50,0,40,"Nebraska"
"277","2022",29,"Tarsalis",50,0,40,"Nebraska"
"278","2022",29,"Tarsalis",37,0,40,"Nebraska"
"279","2022",29,"Pipiens",3,0,40,"Nebraska"
"280","2022",29,"Tarsalis",5,0,40,"Nebraska"
"281","2022",29,"Tarsalis",2,0,40,"Nebraska"
"282","2022",29,"Pipiens",1,0,40,"Nebraska"
"283","2022",29,"Tarsalis",1,0,40,"Nebraska"
"284","2022",29,"Pipiens",2,0,40,"Nebraska"
"285","2022",30,"Tarsalis",6,0,40,"Nebraska"
"286","2022",30,"Pipiens",2,0,40,"Nebraska"
"287","2022",30,"Tarsalis",1,0,40,"Nebraska"
"288","2022",30,"Pipiens",3,0,40,"Nebraska"
"289","2022",30,"Tarsalis",2,0,40,"Nebraska"
"290","2022",30,"Pipiens",33,0,40,"Nebraska"
"291","2022",30,"Tarsalis",4,0,40,"Nebraska"
"292","2022",30,"Tarsalis",1,0,40,"Nebraska"
"293","2022",30,"Tarsalis",13,0,40,"Nebraska"
"294","2022",30,"Tarsalis",2,0,40,"Nebraska"
"295","2022",30,"Pipiens",1,0,40,"Nebraska"
"296","2022",30,"Tarsalis",30,0,40,"Nebraska"
"297","2022",30,"Tarsalis",48,0,40,"Nebraska"
"298","2022",30,"Pipiens",1,0,40,"Nebraska"
"299","2022",30,"Pipiens",1,0,40,"Nebraska"
"300","2022",30,"Tarsalis",3,0,40,"Nebraska"
"301","2022",30,"Pipiens",1,0,40,"Nebraska"
"302","2022",30,"Tarsalis",1,0,40,"Nebraska"
"303","2022",30,"Tarsalis",3,0,40,"Nebraska"
"304","2022",30,"Pipiens",1,0,40,"Nebraska"
"305","2022",30,"Tarsalis",1,0,40,"Nebraska"
"306","2022",30,"Pipiens",4,0,40,"Nebraska"
"307","2022",30,"Tarsalis",1,0,40,"Nebraska"
"308","2022",30,"Pipiens",3,0,40,"Nebraska"
"309","2022",30,"Tarsalis",1,0,40,"Nebraska"
"310","2022",30,"Tarsalis",1,0,40,"Nebraska"
"311","2022",30,"Tarsalis",4,0,40,"Nebraska"
"312","2022",30,"Pipiens",1,0,40,"Nebraska"
"313","2022",31,"Pipiens",3,0,40,"Nebraska"
"314","2022",31,"Tarsalis",9,0,40,"Nebraska"
"315","2022",31,"Tarsalis",1,0,40,"Nebraska"
"316","2022",31,"Tarsalis",4,0,40,"Nebraska"
"317","2022",31,"Pipiens",2,0,40,"Nebraska"
"318","2022",31,"Tarsalis",1,0,40,"Nebraska"
"319","2022",31,"Tarsalis",1,0,40,"Nebraska"
"320","2022",31,"Pipiens",2,0,40,"Nebraska"
"321","2022",31,"Pipiens",11,1,21.62,"Nebraska"
"322","2022",31,"Tarsalis",25,1,31.41,"Nebraska"
"323","2022",31,"Pipiens",1,0,40,"Nebraska"
"324","2022",31,"Tarsalis",2,0,40,"Nebraska"
"325","2022",31,"Tarsalis",1,0,40,"Nebraska"
"326","2022",31,"Pipiens",1,0,40,"Nebraska"
"327","2022",31,"Tarsalis",2,0,40,"Nebraska"
"328","2022",31,"Tarsalis",6,0,40,"Nebraska"
"329","2022",31,"Pipiens",1,0,40,"Nebraska"
"330","2022",31,"Pipiens",1,0,40,"Nebraska"
"331","2022",31,"Tarsalis",50,0,40,"Nebraska"
"332","2022",31,"Tarsalis",50,0,40,"Nebraska"
"333","2022",31,"Tarsalis",39,0,40,"Nebraska"
"334","2022",31,"Pipiens",1,0,40,"Nebraska"
"335","2022",31,"Tarsalis",50,0,40,"Nebraska"
"336","2022",31,"Tarsalis",13,0,40,"Nebraska"
"337","2022",31,"Tarsalis",27,0,40,"Nebraska"
"338","2022",31,"Pipiens",2,0,40,"Nebraska"
"339","2022",31,"Pipiens",2,0,40,"Nebraska"
"340","2022",31,"Pipiens",39,0,40,"Nebraska"
"341","2022",31,"Pipiens",6,0,40,"Nebraska"
"342","2022",31,"Tarsalis",5,0,40,"Nebraska"
"343","2022",31,"Tarsalis",2,0,40,"Nebraska"
"344","2022",31,"Tarsalis",36,0,40,"Nebraska"
"345","2022",32,"Tarsalis",35,0,40,"Nebraska"
"346","2022",32,"Pipiens",3,0,40,"Nebraska"
"347","2022",32,"Tarsalis",3,0,40,"Nebraska"
"348","2022",32,"Pipiens",2,0,40,"Nebraska"
"349","2022",32,"Tarsalis",10,0,40,"Nebraska"
"350","2022",32,"Pipiens",6,0,40,"Nebraska"
"351","2022",32,"Tarsalis",18,0,40,"Nebraska"
"352","2022",32,"Pipiens",5,0,40,"Nebraska"
"353","2022",32,"Tarsalis",31,0,40,"Nebraska"
"354","2022",32,"Pipiens",4,0,40,"Nebraska"
"355","2022",32,"Tarsalis",15,0,40,"Nebraska"
"356","2022",32,"Pipiens",11,0,40,"Nebraska"
"357","2022",32,"Tarsalis",38,0,40,"Nebraska"
"358","2022",32,"Pipiens",27,0,40,"Nebraska"
"359","2022",32,"Tarsalis",50,1,27.26,"Nebraska"
"360","2022",32,"Tarsalis",50,1,30.81,"Nebraska"
"361","2022",32,"Tarsalis",50,0,40,"Nebraska"
"362","2022",32,"Tarsalis",1,0,40,"Nebraska"
"363","2022",32,"Pipiens",22,0,40,"Nebraska"
"364","2022",32,"Tarsalis",23,0,40,"Nebraska"
"365","2022",32,"Pipiens",2,0,40,"Nebraska"
"366","2022",32,"Tarsalis",6,0,40,"Nebraska"
"367","2022",32,"Tarsalis",14,0,40,"Nebraska"
"368","2022",32,"Pipiens",8,0,40,"Nebraska"
"369","2022",32,"Tarsalis",19,0,40,"Nebraska"
"370","2022",32,"Tarsalis",2,0,40,"Nebraska"
"371","2022",32,"Pipiens",5,0,40,"Nebraska"
"372","2022",32,"Tarsalis",13,0,40,"Nebraska"
"373","2022",32,"Pipiens",29,0,40,"Nebraska"
"374","2022",32,"Tarsalis",36,0,40,"Nebraska"
"375","2022",32,"Pipiens",1,0,40,"Nebraska"
"376","2022",32,"Pipiens",1,0,40,"Nebraska"
"377","2022",32,"Pipiens",1,0,40,"Nebraska"
"378","2022",32,"Tarsalis",3,0,40,"Nebraska"
"379","2022",32,"Tarsalis",17,0,40,"Nebraska"
"380","2022",32,"Tarsalis",50,0,40,"Nebraska"
"381","2022",32,"Tarsalis",50,0,40,"Nebraska"
"382","2022",32,"Tarsalis",5,0,40,"Nebraska"
"383","2022",32,"Pipiens",1,0,40,"Nebraska"
"384","2022",32,"Tarsalis",18,0,40,"Nebraska"
"385","2022",32,"Tarsalis",6,0,40,"Nebraska"
"386","2022",32,"Pipiens",4,0,40,"Nebraska"
"387","2022",32,"Tarsalis",50,0,40,"Nebraska"
"388","2022",32,"Tarsalis",50,0,40,"Nebraska"
"389","2022",32,"Tarsalis",50,0,40,"Nebraska"
"390","2022",32,"Tarsalis",50,0,40,"Nebraska"
"391","2022",32,"Tarsalis",39,0,40,"Nebraska"
"392","2022",32,"Pipiens",15,0,40,"Nebraska"
"393","2022",32,"Tarsalis",50,0,40,"Nebraska"
"394","2022",32,"Tarsalis",50,0,40,"Nebraska"
"395","2022",32,"Tarsalis",50,0,40,"Nebraska"
"396","2022",32,"Tarsalis",50,0,40,"Nebraska"
"397","2022",32,"Tarsalis",50,0,40,"Nebraska"
"398","2022",32,"Tarsalis",50,0,40,"Nebraska"
"399","2022",32,"Tarsalis",50,0,40,"Nebraska"
"400","2022",32,"Tarsalis",50,0,40,"Nebraska"
"401","2022",32,"Tarsalis",19,0,40,"Nebraska"
"402","2022",32,"Pipiens",3,0,40,"Nebraska"
"403","2022",32,"Pipiens",1,0,40,"Nebraska"
"404","2022",32,"Tarsalis",15,0,40,"Nebraska"
"405","2022",32,"Tarsalis",10,0,40,"Nebraska"
"406","2022",32,"Tarsalis",50,0,40,"Nebraska"
"407","2022",32,"Tarsalis",33,0,40,"Nebraska"
"408","2022",32,"Pipiens",2,0,40,"Nebraska"
"409","2022",32,"Tarsalis",3,0,40,"Nebraska"
"410","2022",32,"Pipiens",6,0,40,"Nebraska"
"411","2022",32,"Tarsalis",1,0,40,"Nebraska"
"412","2022",32,"Pipiens",8,0,40,"Nebraska"
"413","2022",32,"Pipiens",6,0,40,"Nebraska"
"414","2022",32,"Pipiens",3,0,40,"Nebraska"
"415","2022",33,"Pipiens",4,0,40,"Nebraska"
"416","2022",33,"Pipiens",2,0,40,"Nebraska"
"417","2022",33,"Tarsalis",32,0,40,"Nebraska"
"418","2022",33,"Pipiens",3,0,40,"Nebraska"
"419","2022",33,"Pipiens",1,0,40,"Nebraska"
"420","2022",33,"Tarsalis",1,0,40,"Nebraska"
"421","2022",33,"Tarsalis",1,0,40,"Nebraska"
"422","2022",33,"Pipiens",4,0,40,"Nebraska"
"423","2022",33,"Tarsalis",28,1,26.88,"Nebraska"
"424","2022",33,"Pipiens",9,0,40,"Nebraska"
"425","2022",33,"Tarsalis",2,0,40,"Nebraska"
"426","2022",33,"Pipiens",6,0,40,"Nebraska"
"427","2022",33,"Tarsalis",5,0,40,"Nebraska"
"428","2022",33,"Pipiens",10,0,40,"Nebraska"
"429","2022",33,"Tarsalis",21,0,40,"Nebraska"
"430","2022",33,"Pipiens",5,0,40,"Nebraska"
"431","2022",33,"Tarsalis",50,0,40,"Nebraska"
"432","2022",33,"Tarsalis",26,0,40,"Nebraska"
"433","2022",33,"Tarsalis",3,0,40,"Nebraska"
"434","2022",33,"Pipiens",8,0,40,"Nebraska"
"435","2022",33,"Pipiens",1,0,40,"Nebraska"
"436","2022",33,"Pipiens",8,0,40,"Nebraska"
"437","2022",33,"Tarsalis",1,0,40,"Nebraska"
"438","2022",33,"Pipiens",3,0,40,"Nebraska"
"439","2022",33,"Tarsalis",2,0,40,"Nebraska"
"440","2022",33,"Pipiens",4,0,40,"Nebraska"
"441","2022",33,"Tarsalis",1,0,40,"Nebraska"
"442","2022",33,"Pipiens",2,0,40,"Nebraska"
"443","2022",33,"Pipiens",6,0,40,"Nebraska"
"444","2022",33,"Tarsalis",1,0,40,"Nebraska"
"445","2022",33,"Tarsalis",8,0,40,"Nebraska"
"446","2022",33,"Pipiens",50,0,40,"Nebraska"
"447","2022",33,"Pipiens",13,0,40,"Nebraska"
"448","2022",33,"Tarsalis",5,0,40,"Nebraska"
"449","2022",33,"Pipiens",41,0,40,"Nebraska"
"450","2022",33,"Tarsalis",5,0,40,"Nebraska"
"451","2022",33,"Pipiens",50,1,27.59,"Nebraska"
"452","2022",33,"Pipiens",50,0,40,"Nebraska"
"453","2022",33,"Pipiens",50,0,40,"Nebraska"
"454","2022",33,"Pipiens",50,0,40,"Nebraska"
"455","2022",33,"Pipiens",50,1,35.25,"Nebraska"
"456","2022",33,"Pipiens",50,1,25.57,"Nebraska"
"457","2022",33,"Pipiens",50,1,26.08,"Nebraska"
"458","2022",33,"Pipiens",50,0,40,"Nebraska"
"459","2022",33,"Pipiens",50,0,40,"Nebraska"
"460","2022",33,"Pipiens",50,0,40,"Nebraska"
"461","2022",33,"Pipiens",50,0,40,"Nebraska"
"462","2022",33,"Pipiens",3,0,40,"Nebraska"
"463","2022",33,"Tarsalis",11,0,40,"Nebraska"
"464","2022",33,"Pipiens",50,0,40,"Nebraska"
"465","2022",33,"Pipiens",50,0,40,"Nebraska"
"466","2022",33,"Pipiens",50,0,40,"Nebraska"
"467","2022",33,"Pipiens",50,1,38.02,"Nebraska"
"468","2022",33,"Pipiens",50,1,27.29,"Nebraska"
"469","2022",33,"Pipiens",46,1,23.27,"Nebraska"
"470","2022",33,"Tarsalis",9,0,40,"Nebraska"
